timestamp,call_label,model,input_tokens,output_tokens,cache_creation_tokens,cache_read_tokens,stop_reason
2026-04-15T20:16:42Z,1_col_names,claude-haiku-4-5-20251001,2381,862,0,0,end_turn
2026-04-15T20:16:57Z,2_types_nulls,claude-haiku-4-5-20251001,6464,1710,0,0,end_turn
2026-04-15T20:17:41Z,3_script_logic,claude-sonnet-4-6,4266,2140,0,0,end_turn
2026-04-15T20:18:43Z,4_script_data,claude-sonnet-4-6,8580,3033,0,0,end_turn
