timestamp,call_label,model,input_tokens,output_tokens,cache_creation_tokens,cache_read_tokens,stop_reason
2026-06-23T17:33:08Z,1_col_names,claude-haiku-4-5-20251001,2500,708,0,0,end_turn
2026-06-23T17:33:21Z,2_types_nulls,claude-haiku-4-5-20251001,3914,1094,0,0,end_turn
2026-06-23T17:34:00Z,3_script_logic,claude-sonnet-4-6,1395,1694,2248,0,end_turn
2026-06-23T17:34:56Z,4_script_data,claude-sonnet-4-6,2880,2548,0,2248,end_turn
