"",,,MPFA,,,
RANK SYSTEM,,PROJECT,PROJECT ID,POINTS,POPULATION,PROJECT COST
307 Proctor,,Other - LSL Replacement,1690042-06,15,"3,099","$379,500"
308 Wyoming,,Other - LSL Replacement,1130018-05,15,"3,990","$10,000"
309 Cuyuna,,Source - Repl with Wells #2 & #3/Treat,1180011-04,15,231,"$459,300"
310 Belview,,Source - New Wells & Raw Watermain,1640001-01,15,360,"$549,000"
311 Middle River,,"Source - New Well, Pumphouse & Sealing",1450006-02,15,309,"$325,000"
312 LaSalle,,Source - Connect to Red Rock RWS,1830009-02,15,90,"$576,943"
313 New York Mills,,Treatment - New TP/Well,1560017-09,15,"1,166","$7,000,000"
314 Granada,,Source - Replacement Well,1460004-04,15,247,"$325,000"
315 Hanska,,"Treatment - New Plant, Fe/Mn & New Well",1080002-02,15,419,"$6,610,000"
316 Balaton,,Source - New Well & Sealing,1420001-03,15,601,"$568,100"
317 Brooten,,Source - Replace Wells #1 & #2,1730005-05,15,550,"$740,000"
318 Kinney,,Source - Connection to Buhl,1690031-03,15,154,"$3,326,000"
319 Nerstrand,,Source - New Wells & Wellhouses,1660009-02,15,217,"$2,243,000"
"",,,MPFA,,,
RANK SYSTEM,,PROJECT,PROJECT ID,POINTS,POPULATION,PROJECT COST
320 Foley,,Other - LSL Replacement,1050001-11,15,"2,712","$1,706,795"
321 Foley,,Treatment - Manganese Treatment Plant,1050001-04,15,"2,712","$13,325,500"
322 Janesville,,Other - LSL Replacement,1810001-03,15,"2,455","$469,600"
323 Cokato,,Watermain - High School Extension,1860006-06,15,"2,792","$2,226,424"
324 Utica,,Other - LSL Replacement,1850011-06,15,184,"$450,000"
325 Cottonwood,,Other - LSL Replacement,1420002-04,15,"1,160","$275,000"
326 North Mankato,,Other - LSL Replacement,1520005-02,15,"14,356","$780,000"
327 Northfield,,Other - LSL Replacements,1660010-03,15,"20,374","$188,686"
328 East Grand Forks,,Other- LSL Replacements,1600004-03,15,"9,067","$120,000"
329 Kenyon,,Other - LSL Replacement,1250007-02,15,"1,817","$2,960,000"
330 Silver Lake,,Other - LSL Replacement,1430008-09,15,850,"$1,675,000"
331 Waltham,,Other - LSL Replacement,1500016-05,15,168,"$202,000"
332 Scanlon,,Other - LSL Phase 1,1090011-05,15,"1,003","$108,000"
333 Lake City,,Other - LSL Replacement,1790004-01,15,"5,042","$800,000"
334 Spicer,,Other - LSL Replacement,1340010-01,15,"1,225","$4,147,200"
335 Dodge Center,,Other - LSL Replacement,1200002-01,15,"2,834","$4,567,500"
336 Wyoming,,Treatment - New Ra/Fe/Mn Plant,1130018-04,15,"3,850","$8,057,500"
337 Mazeppa,,Other - LSL Replacement,1790009-04,15,956,"$850,000"
338 Lafayette,,Treatment - Plant Addition,1520002-01,15,545,"$2,606,337"
339 Lynd,,Other - LSL Replacement,1420005-04,15,448,"$52,500"
340 Cottonwood,,Other - Manganese Connect to LPRWS,1420002-05,15,"1,150","$3,875,000"
341 Lanesboro,,Other - LSL Replacement,1230006-06,15,788,"$5,800,000"
342 Cannon Falls,,Other - LSL Replacement,1250001-08,15,"4,237","$1,100,000"
343 Argyle,,Other - LSL Replacement,1450002-07,15,533,"$100,000"
344 LaCrescent,,Other - LSL Replacement,1280007-02,15,"5,029","$2,287,500"
345 Eyota,,Other - LSL Replacement,1550006-01,15,"2,043","$112,500"
346 Ottertail,,Other - LSL Replacement,1560032-05,15,694,"$225,000"
347 Rochester,,Other - LSL Replacement 2025,1550010-03,15,"120,848","$375,000"
348 Storden,,Other - LSL Replacement,1170004-05,15,215,"$150,000"
"",,,MPFA,,,
RANK SYSTEM,,PROJECT,PROJECT ID,POINTS,POPULATION,PROJECT COST
349 Vergas,,Other - LSL Replacement,1560029-01,15,358,"$25,000"
350 Adams,,Other - LSL Replacement,1500001-08,15,672,"$481,000"
351 Wanamingo,,Other - LSL Replacement,1250018-05,15,"1,113","$137,500"
352 Buckman,,Treatment - Manganese Treatment Plant,1490001-01,15,318,"$5,493,000"
353 Goodhue,,Other - LSL Replacement,1250005-01,15,"1,200","$455,000"
354 Kasson,,Other - LSL Replacement,1200005-01,15,"6,850","$275,000"
355 Rochester,,Other - LSL Replacement Phase 3,1550010-04,15,"121,395","$12,106,000"
356 Rochester,,Other - LSL Replacement Phase 4,1550010-05,15,"121,395","$6,878,300"
357 Rochester,,Other - LSL Replacement Phase 5,1550010-06,15,"121,395","$2,872,800"
358 Wrenshall,,Other - LSL Replacement,1090013-05,15,362,"$601,000"
359 Pine Island,,Other - LSL Replacement,1250012-02,15,"3,324","$3,710,000"
360 Lonsdale,,Other - LSL Replacement,1660006-03,15,"3,913","$10,000"
361 Chatfield,,Other - LSL Replacement,1230002-02,15,"2,693","$460,000"
362 Mound,,Treatment - Manganese Plant,1270038-01,15,"9,480","$36,487,000"
363 Okabena,,Other - Manganese Connect to LPRWS,1320005-03,15,180,"$2,112,000"
364 Shafer,,Treatment - Manganese Treatment Plant,1130014-04,15,"1,140","$4,325,600"
365 Watertown,,Other - LSL Replacement,1100012-06,15,"4,659","$72,150"
366 Rice Lake,,Other - LSL Replacement,1690049-06,15,"1,085","$126,500"
367 Saint Charles,,Other - LSL Phase 1,1850009-01,15,"3,825","$600,000"
368 Zumbrota,,Other - LSL Replacement,1250020-01,15,"3,172","$850,000"
369 Lewiston,,Other - LSL Replacement,1850006-13,15,"1,520","$975,000"
370 Medford,,Other - LSL Replacement,1740005-03,15,"1,200","$100,000"
371 New Prague,,Other - LSL Phase 2,1400013-08,15,"8,247","$1,600,000"
372 Saint Paul Park,,Other - LSL Replacement,1820018-02,15,"5,427","$618,750"
373 Apple Valley,,Treatment - PFAS Removal,1190001-02,15,"50,300","$99,200,000"
374 Kelliher,,Other - LSL Replacement,1040017-03,15,259,"$225,000"
375 New Prague,,Other - LSL Replacement 2025,1400013-07,15,"8,155","$380,000"
376 Waconia,,Other - LSL Replacement,1100010-03,15,"12,993","$495,000"
377 South Haven,,Other - LSL Replacement,1860021-07,15,183,"$56,250"
"",,,MPFA,,,
RANK SYSTEM,,PROJECT,PROJECT ID,POINTS,POPULATION,PROJECT COST
378 Columbus,,Treatment - Manganese TP,1020043-01,15,"4,180","$15,000,000"
379 Prinsburg,,Other - LSL Replacement,1340007-06,15,497,"$37,500"
380 Stillwater,,Other - LSL Replacement,1820024-01,15,"19,316","$2,172,000"
381 Stillwater,,Treatment - PFAS W9 Treatment Plant,1820024-02,15,"19,316","$11,440,000"
382 Stillwater,,Treatment - PFAS W10 Treatment Plant,1820024-03,15,"19,316","$15,795,000"
383 Stillwater,,Other - LSL 2026 Replacement,1820024-04,15,"19,389","$3,850,000"
384 Excelsior,,Other - LSL Replacement,1270012-04,15,"2,483","$2,943,750"
385 Otsego,,Treatment - Manganese Pumphouse 3,1860026-02,15,"19,565","$14,825,000"
386 Otsego,,Treatment - Manganese Pumphouse 4,1860026-03,15,"19,565","$10,550,000"
387 Golden Valley,,Other - LSL Replacement,1270014-02,15,"22,000","$11,500"
388 Mantorville,,Other - LSL Replacement,1200006-02,15,"1,197","$300,000"
389 White Bear Township,,Treatment - Manganese W6 TP,1620025-02,15,"10,896","$11,000,000"
390 White Bear Township,,Treatment - PFAS TP1 Upgrade,1620025-03,15,"10,896","$10,000,000"
391 Mahtomedi,,Other - LSL Replacement,1820013-01,15,"8,134","$1,481,250"
392 Lakeville,,Other - LSL Replacement,1190015-01,15,"67,300","$945,000"
393 Joint Powers Water Board,,Other - LSL Replacement Hanover,1860024-02,15,"30,922","$75,000"
394 Lake Elmo,,Other - LSL Replacement,1820009-04,15,"10,978","$37,500"
395 Birchwood,,Other - LSL Replacement,1820003-01,15,864,"$1,912,500"
396 Long Prairie,,Source - New Well,1770007-06,13,"3,744","$300,000"
397 Nielsville,,Other - Connect to North Dakota ECRWD,1600012-06,13,82,"$2,064,343"
398 Clinton,,Source - New Well,1060003-01,13,450,"$196,250"
399 Marietta,,Source - Wellhouse Improvements,1370005-01,13,135,"$175,000"
400 Tintah,,Source - New Wells,1780003-01,13,68,"$382,600"
401 Aitkin,,Source - Well Installation,1010001-09,13,"2,126","$456,250"
402 Morgan,,"Source - New Wells, Seal Old Wells",1640006-04,13,896,"$225,000"
403 Georgetown,,Other - Connect to WCRW,1140014-01,13,67,"$2,063,000"
404 Perham,,"Source - Well #10, Seal #3 & 4",1560023-10,13,"3,421","$505,000"
405 Danube,,Source - New Well,1650004-01,13,493,"$313,000"
406 Kettle River,,Source - New Well,1090008-01,13,117,"$412,000"
"",,,MPFA,,,
RANK,SYSTEM,PROJECT,PROJECT ID,POINTS,POPULATION,PROJECT COST
407 Halstad,,Other - Connect to ECRW,1540003-03,13,622,"$3,456,275"
408 Winnebago,,Source - Well 3 & Wellhouse,1220011-06,13,"1,245","$910,000"
409 Maple Plain,,Source - New Well #4 & Test Well,1270021-04,13,"1,768","$585,000"
410 Hollandale,,Source - New Well,1240013-01,13,338,"$400,000"
411 Gem Lake,,Watermain - Localized Water Distribution,1620038-01,12.5,500,"$6,860,000"
412 Lowry,,Watermain - Phase 2 Replacement,1610007-11,12,333,"$2,805,800"
413 Floodwood,,Watermain - Looping,1690048-04,12,501,"$727,300"
414 Dunnell,,Watermain - Replace & Loop,1460002-03,12,270,"$2,353,000"
415 Clinton,,Watermain - Looping,1060003-04,12,450,"$376,180"
416 Gonvick,,Treatment - Plant Rehab,1150005-01,12,284,"$275,000"
417 Gonvick,,Watermain - Repl Various Areas,1150005-02,12,284,"$3,243,000"
418 Hackensack,,Watermain - Looping Project,1110008-05,12,277,"$662,600"
419 Hardwick,,Watermain - WM Improvements,1670002-01,12,171,"$4,648,000"
420 Blackduck,,Treatment - Plant Rehab,1040014-04,12,675,"$3,360,000"
421 Bigfork,,Source - New Well & Plant Rehab,1310001-06,12,443,"$129,489"
422 New Auburn,,Watermain - Replace & Loop,1720007-03,12,485,"$675,000"
423 Walker,,Watermain - Looping Project,1110013-11,12,990,"$1,790,000"
424 Tintah,,Treatment - New Treatment Plant,1780003-02,12,68,"$1,051,100"
425 Ulen,,Treatment - TP Rehab,1140011-05,12,428,"$1,350,000"
426 Deer River,,Treatment - Wellhouse 4 Rehab,1310007-05,12,908,"$1,098,900"
427 Dawson,,Treatment - Plant Rehab,1370003-06,12,"1,540","$1,232,500"
428 McGregor,,Treatment - Wellhouse Rehab,1010016-01,12,446,"$1,141,000"
429 McGregor,,Watermain - Looping,1010016-02,12,446,"$2,795,000"
430 Wells,,Treatment - Lime Softening Plant,1220010-02,12,"2,307","$6,405,000"
431 Browns Valley,,Watermain - Replace & Loop,1780001-01,12,595,"$2,667,000"
432 Elbow Lake,,Watermain - Replace & Loop 2nd,1260003-07,12,"1,200","$1,200,000"
433 Westbrook,,Watermain - SW Replace/Loop,1170005-03,12,785,"$3,796,000"
434 Pine City,,Watermain - Second River Crossing,1580008-03,12,"3,127","$306,800"
435 Pine City,,Watermain - Northwest Looping,1580008-04,12,"3,113","$505,000"
"",,,MPFA,,,
RANK SYSTEM,,PROJECT,PROJECT ID,POINTS,POPULATION,PROJECT COST
436 Nielsville,,Treatment - Wellhouse Rehab,1600012-03,12,89,"$271,310"
437 Saint James,,Watermain - Ring Road Loop,1830006-08,12,"4,611","$217,540"
438 Gibbon,,Watermain - 12th St. Looping,1720004-05,12,824,"$93,600"
439 Dennison,,Treatment - New TP,1250021-01,12,173,"$3,820,000"
440 Dennison,,Watermain - Looping,1250021-04,12,173,"$818,000"
441 Madelia,,Watermain - Looping,1830004-05,12,"2,319","$576,000"
442 Roscoe,,Source - New Well & Wellhouse,1730043-01,12,104,"$2,295,000"
443 Little Falls,,Watermain - River Crossings,1490002-12,12,"9,084","$2,187,500"
444 Ruthton,,"Treatment - Fe, Mn",1590007-01,12,282,"$5,267,000"
445 Ruthton,,Watermain - Looping,1590007-03,12,282,"$2,162,000"
446 Mankato,,Source - New Well #17,1070009-07,12,"42,803","$4,760,000"
447 Annandale,,Watermain - Repl Elm St. & Loop Poplar.,1860002-07,12,"3,334","$1,724,315"
448 Georgetown,,Watermain - Replacement,1140014-02,12,67,"$1,959,000"
449 Kinney,,Treatment - New Facility,1690031-02,12,176,"$2,439,600"
450 Buffalo Lake,,Treatment - Plant Rehab & New Well,1650003-05,12,653,"$1,738,000"
451 International Falls,,Treatment - Plant Rehab,1360002-01,12,"5,816","$11,660,000"
452 Porter,,Watermain - Replace & Loop,1870006-01,12,185,"$1,582,000"
453 Danube,,Watermain - Looping,1650004-04,12,493,"$304,000"
454 Ellsworth,,Watermain - Replace & Loop,1530005-01,12,171,"$893,400"
455 Bowlus,,Source - Backup Well & Wellhouse,1490009-02,12,300,"$125,000"
456 Bowlus,,Source - New Well & Wellhouse,1490009-03,12,300,"$600,000"
457 Fertile,,Watermain - Replace & Loop,1600008-06,12,931,"$1,050,000"
458 Frazee,,Watermain - 2026 Utility Reconstruction,1030014-06,12,"1,335","$1,150,000"
459 Pelican Rapids,,Watermain - Replace & Loop - Phase 2,1560019-04,12,"2,374","$1,904,263"
460 Stewart,,Watermain - Looping Improvements,1430009-07,12,610,"$1,316,700"
461 Worthington,,Treatment - Plant Rehab,1530011-01,12,"13,093","$2,395,000"
462 Balaton,,Treatment - Rehab Plant,1420001-05,12,601,"$5,437,100"
463 Amboy,,"Watermain - Repl North St.,Loop Radke St",1070001-01,12,651,"$3,264,000"
464 Brooten,,"Treatment - New Plant, Remove Fe/Mn",1730005-06,12,550,"$1,896,000"
"",,,MPFA,,,
RANK SYSTEM,,PROJECT,PROJECT ID,POINTS,POPULATION,PROJECT COST
465 Warren,,Watermain - Repl 7th Ave & Loop,1450012-07,12,"1,606","$490,000"
466 Kettle River,,Treatment - TP Rehab,1090008-02,12,117,"$720,000"
467 Bellingham,,Treatment - New Plant,1370001-01,12,168,"$3,000,000"
468 Cyrus,,Watermain - Phase 2 Replacement,1610001-05,12,318,"$2,374,500"
469 Rushmore,,Treatment - New IE & RO Plant,1530009-06,12,342,"$2,282,000"
470 Blue Earth Light and Water,,Watermain - Looping,1220001-06,12,"3,252","$1,939,400"
471 Garfield,,Treatment - New Fe/Mn Plant & Well,1210021-01,12,362,"$4,536,000"
472 Verdi,,Watermain - Replace & Looping,1410005-01,12,32,"$1,918,000"
473 Gilbert,,Treatment - New Treatment Plant,1690020-08,12,"1,829","$19,322,925"
474 Grand Rapids,,Treatment - Treatment Plant Improvements,1310011-04,12,"11,158","$10,000,000"
475 Kinney,,Watermain - Looping Project,1690031-04,12,154,"$2,464,000"
476 Hokah,,Treatment - New Plant or Blend,1280004-05,12,572,"$3,000,000"
477 Brainerd,,Treatment - New Treatment Plant,1180002-06,12,"14,895","$85,800,000"
478 Winsted,,Watermain - CSAH 9 Looping w/Baker Ave,1430010-07,12,"2,296","$1,430,000"
479 Hector,,Watermain - looping,1650009-05,12,972,"$477,000"
480 Bertha,,Watermain - Looping Project,1770001-06,12,557,"$1,304,000"
481 Atwater,,Source - Well & Wellhouse Improvements,1340001-08,12,"1,014","$1,330,000"
482 Underwood,,Treatment - Replace Plant,1560026-06,12,389,"$3,000,000"
483 Ashby,,Watermain - North Looping,1260001-05,12,472,"$472,200"
484 Franklin,,Watermain - Looping,1650006-06,12,508,"$195,880"
485 Silver Bay,,Treatment - Plant Improvements,1380003-11,12,"1,610","$7,950,000"
486 Beardsley,,Watermain - Replace & Loop,1060002-02,12,195,"$5,904,400"
487 Lamberton,,Treatment - New Plant,1640003-10,12,847,"$6,603,000"
488 Lamberton,,"Source - New Well, Rehab Well 1",1640003-09,12,847,"$1,690,000"
489 Luverne,,Watermain - Lewis & Clark 2nd Connection,1670004-02,12,"4,564","$3,000,000"
490 Blomkest,,Treatment - New Treatment Plant,1340002-02,12,174,"$3,310,000"
491 Arlington,,Treatment - Rehab Plant & Well 2,1720001-02,12,"2,230","$3,500,000"
492 Raymond,,Treatment - New Plant,1340008-02,12,722,"$8,835,000"
493 Emmons,,Source - New Wells,1240007-01,12,384,"$1,800,000"
"",,,MPFA,,,
RANK,SYSTEM,PROJECT,PROJECT ID,POINTS,POPULATION,PROJECT COST
494 Emmons,,Watermain - Systemwide Replacement,1240007-04,12,384,"$5,200,000"
495 Upsala,,Watermain - Repl & Loop,1490008-04,12,497,"$520,000"
496 Kandiyohi,,Treatment - New Fe/Mn Plant & Wells,1340003-03,12,554,"$3,620,000"
497 Kandiyohi,,Watermain - Looping,1340003-05,12,554,"$433,000"
498 Browerville,,Watermain - Replace & Loop,1770002-06,12,689,"$6,569,018"
499 Eden Valley,,Watermain - Southwest Improvement Projec,1470012-07,12,"1,034","$2,268,500"
500 Tracy,,Watermain - Phase I Replacement,1420010-10,12,"2,154","$5,793,000"
501 Manchester,,Source - New Well,1240014-01,12,49,"$1,764,250"
502 LeSueur,,Treatment - Plant Rehab,1400010-06,12,"4,174","$4,000,000"
503 LeSueur,,Watermain - New Booster Station & Wtrmn,1400010-09,12,"4,174","$2,200,000"
504 Vesta,,Watermain - Replace & Looping,1640012-07,12,315,"$10,617,000"
505 Ghent,,Watermain - Replacement Phase 1,1420004-05,12,497,"$3,321,300"
506 Ghent,,Watermain - Replacement Phase 2,1420004-06,12,497,"$956,800"
507 Two Harbors,,Watermain - TH 61 Replace/Loop,1380005-11,12,"3,698","$3,772,900"
508 Perley,,Watermain - Replace & Loop,1540006-01,12,101,"$3,845,000"
509 Clearwater,,Source - New Wells & Wellhouse,1860025-05,12,"1,859","$2,895,000"
510 New London,,Watermain - 2025 Improvements,1340005-06,12,"1,193","$1,881,140"
511 Randolph,,"Source  New Well, Rehab Wellhouse",1190025-01,12,355,"$888,000"
512 Northfield,,Treatment - Gravity Filters and RO,1660010-02,12,"19,449","$33,450,000"
513 Henderson,,Treatment - New Iron Removal Plant,1720006-02,12,926,"$6,000,000"
514 Zimmerman,,Treatment - New Pressure Filter Plant,1710006-08,12,"5,657","$6,750,000"
515 Excelsior,,Treatment - Plant Rehab,1270012-02,12,"2,414","$3,020,000"
516 Hollandale,,Treatment - New TP,1240013-02,12,338,"$4,989,000"
517 Harris,,Watermain - Looping,1130005-05,12,890,"$1,364,000"
518 Harris,,Source - New Well,1130005-06,12,890,"$1,789,000"
519 Mendota,,Watermain - Area 1 Loop,1190030-02,12,140,"$1,795,000"
520 Chisago City,,Treatment - Wellhouses Improvements,1130003-01,12,"5,576","$2,500,000"
521 Chisago City,,Treatment - W4 Treatment Plant,1130003-02,12,"3,563","$11,230,000"
522 Myrtle,,Storage - New Hydropneumatic Tank,1240015-02,11,48,"$9,800"
"",,,MPFA,,,
RANK SYSTEM,,PROJECT,PROJECT ID,POINTS,POPULATION,PROJECT COST
523 Deerwood,,"Storage - Replace w/100,000 Gal Tower",1180012-06,11,532,"$923,000"
524 Madelia,,"Storage - New 200,000 Gal Tower",1830004-04,11,"2,319","$1,170,000"
525 Waseca,,Storage - New 1MG West Side Tower,1810004-04,11,"9,124","$4,750,000"
526 Balaton,,Storage - Tower Replacement,1420001-02,11,601,"$2,599,900"
527 Raymond,,"Storage - New 100,000 Gal Tower",1340008-03,11,722,"$2,600,000"
528 Kandiyohi,,"Storage - Repl Tower w/75,000 Gal Tower",1340003-04,11,554,"$1,449,000"
529 Ghent,,Storage - New Tower,1420004-01,11,497,"$1,955,100"
530 North Saint Paul,,Storage - 0.75 Composite Water Tower,1620011-01,11,"12,406","$4,400,000"
531 Zimmerman,,Storage - New 0.4 MG Tower,1710006-09,11,"5,657","$2,100,000"
532 Rich Prairie Sewer and Water District,,Watermain - Replace Watermain,1490004-05,10,"1,500","$638,400"
533 Braham,,Source - W2 Transmission Line,1300001-06,10,"1,789","$765,000"
534 Braham,,Watermain - Cty 54 Replacement,1300001-07,10,"1,789","$451,450"
535 Cromwell,,Watermain - Repl TH 210/TH 73,1090007-07,10,229,"$232,000"
536 Myrtle,,Source - New Pump & Generator,1240015-01,10,48,"$58,500"
537 Myrtle,,Watermain - Replace Mains,1240015-03,10,48,"$224,640"
538 Onamia,,Storage - Tower Rehab,1480003-06,10,871,"$365,298"
539 Ogilvie,,Watermain - Repl E.Rutherford/Hill Ave,1330004-03,10,359,"$765,000"
540 Floodwood,,Watermain - 5th Ave Repl,1690048-02,10,501,"$338,375"
541 Floodwood,,Watermain - Repl 4 Inch Mains,1690048-03,10,501,"$2,369,900"
542 Isle,,Watermain - Replacement,1480001-05,10,745,"$2,469,800"
543 Isle,,Source - Improvements,1480001-06,10,745,"$307,700"
544 Isle,,Storage - Tower Rehab,1480001-07,10,745,"$294,500"
545 Northome,,Watermain - Repl Northeast Watermain,1360005-06,10,202,"$1,483,250"
546 Northome,,"Storage - Replace w/50,000 Gallon Tower",1360005-07,10,202,"$942,500"
547 Northome,,"Conservation-Repl Meters, Service Lines",1360005-08,10,202,"$341,250"
548 Dunnell,,Storage - New Tower,1460002-02,10,270,"$1,670,000"
549 Deerwood,,"Watermain - Repl 4 inch Mains, Phase 3",1180012-04,10,590,"$1,242,000"
550 Brainerd,,Storage - 2MG Ground Reservoir,1180002-03,10,"13,590","$5,992,000"
551 Brainerd,,Source - New Wells,1180002-07,10,"13,590","$11,200,000"
"",,,MPFA,,,
RANK,SYSTEM,PROJECT,PROJECT ID,POINTS,POPULATION,PROJECT COST
552 Clinton,,Storage - Tower Rehab,1060003-03,10,450,"$235,600"
553 Cuyuna,,Storage - Replace with New Tower,1180011-05,10,231,"$616,800"
554 Cuyuna,,Watermain - Replace for City,1180011-06,10,231,"$1,273,155"
555 Cuyuna,,Conservation - Replace Meters,1180011-07,10,231,"$55,650"
556 Dalton,,"Storage - New 50,000 Gal Tower",1560008-05,10,256,"$830,000"
557 Cosmos,,Watermain - Repl - Phase 2,1470011-07,10,473,"$2,100,000"
558 Aurora,,Watermain - W 1st Ave. N. Reconstruction,1690002-07,10,"1,709","$2,611,000"
559 Aurora,,Watermain - W3rd Ave/Main St Replacement,1690002-09,10,"1,709","$2,431,000"
560 Walker,,Watermain - Westside Area,1110013-10,10,937,"$1,830,000"
561 Blackduck,,Watermain - Replacement,1040014-02,10,675,"$6,584,500"
562 Blackduck,,Storage - Tower Rehab,1040014-03,10,675,"$450,000"
563 Cass Lake,,Watermain - Repl Various Areas,1110006-05,10,750,"$590,000"
564 Marietta,,"Storage - New 50,000 Gallon Tower",1370005-02,10,135,"$1,895,000"
565 Marietta,,Watermain - SE Area Replacement,1370005-03,10,135,"$3,222,000"
566 Elmore,,Watermain - Repl TH169,1220004-03,10,663,"$722,645"
567 Wadena,,Watermain - Replace SW Portion of City,1800004-04,10,"4,293","$4,925,000"
568 Brainerd,,Storage - Ground Reservoir @ WTP,1180002-04,10,"13,373","$5,992,000"
569 Brainerd,,Conservation-Backwsh Collection & System,1180002-05,10,"13,373","$13,300,000"
570 Moose Lake,,"Source - Well #1 Rehab, New Well House",1090009-03,10,"1,259","$1,100,000"
571 Bigfork,,Watermain - Replacement,1310001-10,10,420,"$1,111,900"
572 Bigfork,,Storage - Tower Rehab,1310001-08,10,446,"$489,600"
573 Bigfork,,Conservation - Replace Meters,1310001-09,10,446,"$88,280"
574 New Auburn,,Storage - Recoating,1720007-04,10,485,"$297,000"
575 New Auburn,,Other - Meter Repl,1720007-05,10,485,"$101,250"
576 Marble,,Watermain - Downtown Area,1310023-04,10,534,"$2,865,000"
577 Belview,,Storage - Tower Rehab,1640001-03,10,360,"$420,000"
578 Belview,,Conservation - Replace Meters,1640001-05,10,360,"$100,000"
579 Appleton,,Watermain - Replace 20 Blocks,1760001-03,10,"1,339","$6,250,000"
580 Erskine,,Storage - Remove Original Tower,1600005-06,10,431,"$58,000"
"",,,MPFA,,,
RANK,SYSTEM,PROJECT,PROJECT ID,POINTS,POPULATION,PROJECT COST
581 Erskine,,Watermain - Replace 1947 Lines,1600005-07,10,431,"$1,179,150"
582 Middle River,,Conservation - Repl Meters,1450006-04,10,309,"$119,400"
583 Bricelyn,,Watermain - CSAH 56 Street Improvements,1220002-01,10,292,"$540,000"
584 Akeley,,Other - Emergency Generator,1290001-05,10,386,"$130,000"
585 Akeley,,Storage - Tower Rehab,1290001-06,10,386,"$271,000"
586 Akeley,,Watermain - CIP Replacement,1290001-07,10,386,"$675,000"
587 Akeley,,Conservation - Meter Replacement,1290001-08,10,386,"$198,000"
588 Marble,,Storage - Tower Replacement,1310023-03,10,550,"$1,731,006"
589 Marble,,Conservation - Meter Replacement,1310023-06,10,550,"$4,805,465"
590 Middle River,,"Storage - Replace 50,000 Gal Tower",1450006-03,10,309,"$910,000"
591 McKinley,,Storage - Tower Improvements,1690033-02,10,96,"$438,562"
592 Palisade,,Watermain - System Improvements,1010013-01,10,165,"$4,700,000"
593 Palisade,,Storage - Tower Improvements,1010013-03,10,165,"$779,000"
594 Palisade,,Source - Well #2 Replacement,1010013-04,10,165,"$260,500"
595 Ada,,Watermain - Repl Various Areas,1540001-03,10,"1,709","$1,800,000"
596 Heron Lake,,"Storage - Replace 100,000 Gal Tower",1320002-03,10,691,"$800,000"
597 Sebeka,,Watermain - Rep. CIP - Phase 2,1800002-11,10,676,"$1,080,000"
598 Sebeka,,Watermain - Repl CIP - Phase 3,1800002-12,10,676,"$718,000"
599 Sebeka,,Watermain - Repl CIP - Phase 4,1800002-13,10,676,"$877,000"
600 Sebeka,,Conservation - Automated Meter Reading,1800002-14,10,676,"$250,000"
601 Sebeka,,"Treatment - New Plant, Remove Iron",1800002-07,10,710,"$1,750,000"
602 Sebeka,,Source - New Wellhouse,1800002-09,10,676,"$750,000"
603 Ostrander,,"Storage - New 50,000 Gal Tower",1230008-01,10,256,"$758,100"
604 Bagley,,Treatment - Plant Rehab,1150001-03,10,"1,398","$143,525"
605 Bagley,,Storage - tower rehab,1150001-04,10,"1,398","$546,354"
606 Riverton,,Watermain - Replace,1180025-04,10,114,"$104,000"
607 Staples,,Conservation - Meter Replacement,1770011-12,10,"1,859","$75,000"
608 Staples,,Watermain - 4th St NE Impvrovements,1770011-09,10,"1,859","$1,884,900"
609 McGregor,,Storage - Tower Rehab,1010016-03,10,446,"$900,000"
"",,,MPFA,,,
RANK,SYSTEM,PROJECT,PROJECT ID,POINTS,POPULATION,PROJECT COST
610 McGregor,,Conservation - Meter Replacement,1010016-04,10,446,"$314,000"
611 Buhl,,Storage - Elevated Water & Storage Tank,1690006-01,10,963,"$1,183,300"
612 Jeffers,,Storage - Tower Rehab,1170002-01,10,342,"$740,000"
613 Henning,,Watermain - Inman St. Underground Imprvm,1560016-08,10,853,"$533,391"
614 Albert Lea,,Treatment - Nitrification Solution,1240001-03,10,"18,016","$700,000"
615 Waubun,,"Storage - Repl w/100,000 Gallon Tower",1440004-01,10,388,"$635,000"
616 Herman,,Source - New Well #2/Rehab #1,1260005-02,10,425,"$651,000"
617 Herman,,Storage - Replace Elevated Tower,1260005-03,10,425,"$1,581,000"
618 Herman,,Watermain - Loop and Replace,1260005-04,10,425,"$580,000"
619 Rushmore,,Watermain - Connection to LPRWS,1530009-04,10,342,"$2,910,000"
620 Rushmore,,"Storage - New 50,000 Gal Tower",1530009-05,10,342,"$1,363,000"
621 Menahga,,Watermain - Main Street East Repl,1800001-03,10,"1,228","$458,430"
622 Menahga,,Watermain - First Street NW Repl,1800001-04,10,"1,228","$360,378"
623 Pipestone,,Watermain - Replace NE Area - Phase 3,1590005-10,10,"4,317","$801,894"
624 Sandstone,,Treatment - Plant Rehab,1580010-04,10,"1,549","$270,000"
625 Little Falls,,Treatment - Phase 1- Filter Rehab,1490002-05,10,"8,797","$1,400,000"
626 Little Falls,,Treatment - Phase 2 - Reclaim Tank Rehab,1490002-06,10,"8,797","$1,300,000"
627 Little Falls,,Treatment - Phase 3 - Plant Rehab,1490002-07,10,"8,797","$280,500"
628 Tracy,,Watermain - Loop and Replace,1420010-04,10,"2,179","$7,439,000"
