timestamp,call_label,model,input_tokens,output_tokens,cache_creation_tokens,cache_read_tokens,stop_reason
2026-09-16T15:58:39Z,1_col_names,claude-haiku-4-5-20251001,2119,1146,0,0,end_turn
2026-09-16T15:59:03Z,2_types_nulls,claude-haiku-4-5-20251001,6397,1909,0,0,end_turn
2026-09-16T15:59:38Z,3_script_logic,claude-sonnet-4-6,1408,1844,1795,0,end_turn
2026-09-16T16:00:47Z,4_script_data,claude-sonnet-4-6,5829,3221,0,1795,end_turn
