timestamp,call_label,model,input_tokens,output_tokens,cache_creation_tokens,cache_read_tokens,stop_reason
2026-03-31T14:29:45Z,1_col_names,claude-haiku-4-5-20251001,4045,1668,0,0,end_turn
2026-03-31T14:29:59Z,2_types_nulls,claude-haiku-4-5-20251001,11597,1485,0,0,end_turn
2026-03-31T14:30:50Z,3_script_logic,claude-sonnet-4-6,3220,2138,3519,0,end_turn
2026-03-31T14:31:57Z,4_script_data,claude-sonnet-4-6,11117,3039,0,3519,end_turn
