timestamp,call_label,model,input_tokens,output_tokens,cache_creation_tokens,cache_read_tokens,stop_reason
2026-05-18T14:49:04Z,1_col_names,claude-haiku-4-5-20251001,2465,588,0,0,end_turn
2026-05-18T14:49:20Z,2_types_nulls,claude-haiku-4-5-20251001,4501,1448,0,0,end_turn
2026-05-18T14:50:04Z,3_script_logic,claude-sonnet-4-6,1733,2197,2217,0,end_turn
2026-05-18T14:50:58Z,4_script_data,claude-sonnet-4-6,3836,2814,0,2217,end_turn
