timestamp,call_label,model,input_tokens,output_tokens,cache_creation_tokens,cache_read_tokens,stop_reason
2026-06-15T16:30:50Z,1_col_names,claude-haiku-4-5-20251001,4168,757,0,0,end_turn
2026-06-15T16:31:14Z,2_types_nulls,claude-haiku-4-5-20251001,16282,2362,0,0,end_turn
2026-06-15T16:31:56Z,3_script_logic,claude-sonnet-4-6,3740,1880,3531,0,end_turn
2026-06-15T16:33:16Z,4_script_data,claude-sonnet-4-6,16310,3944,0,3531,end_turn
