timestamp,call_label,model,input_tokens,output_tokens,cache_creation_tokens,cache_read_tokens,stop_reason
2026-05-07T15:50:42Z,1_col_names,claude-haiku-4-5-20251001,1394,601,0,0,end_turn
2026-05-07T15:50:58Z,2_types_nulls,claude-haiku-4-5-20251001,3937,1268,0,0,end_turn
2026-05-07T15:51:29Z,3_script_logic,claude-sonnet-4-6,1912,1629,0,0,end_turn
2026-05-07T15:52:09Z,4_script_data,claude-sonnet-4-6,4475,1948,0,0,end_turn
